E_keV,S1c_median,S1c_sd,log10S2c_median,log10S2c_sd,P_S2c_pass,P_S1c_gt_600,P_pass_600,P_S1_600,P_pass_700,P_S1_700,P_pass_800,P_S1_800,P_pass_1000,P_S1_1000,P_pass_1200,P_S1_1200
240.0,518.3621460494546,25.45917379612803,4.01042097078639,0.031932790984420534,1.0,0.0008333333333333334,0.9991666666666666,0.9991666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
244.0,527.9909083228088,25.830804564721674,4.013261764404527,0.03187841949165941,1.0,0.0025,0.9975,0.9975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
248.0,538.4334506075545,26.092591025168378,4.015340434074813,0.03191432165336884,1.0,0.011166666666666667,0.9888333333333333,0.9888333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
252.0,548.179811138867,26.186023113566794,4.017629037987463,0.03167672259943811,1.0,0.023166666666666665,0.9768333333333333,0.9768333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
256.0,558.6475933699655,26.69860184448469,4.019270949407306,0.03166561865631984,0.9998333333333334,0.061,0.9388333333333333,0.939,0.9998333333333334,1.0,0.9998333333333334,1.0,0.9998333333333334,1.0,0.9998333333333334,1.0
260.0,569.3264259234854,27.26472509617716,4.021243183654391,0.03163908996831597,1.0,0.13616666666666666,0.8638333333333333,0.8638333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
264.0,579.5331772452964,27.469967640900986,4.023677550281608,0.031266277095186076,0.9998333333333334,0.234,0.7658333333333334,0.766,0.9998333333333334,1.0,0.9998333333333334,1.0,0.9998333333333334,1.0,0.9998333333333334,1.0
268.0,589.069965653172,27.190516526834955,4.025943861636828,0.03169686812177319,1.0,0.3373333333333333,0.6626666666666666,0.6626666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
272.0,599.4936340932219,27.649676977744257,4.02790024904805,0.03177498453306715,1.0,0.49033333333333334,0.5096666666666667,0.5096666666666667,0.9998333333333334,0.9998333333333334,1.0,1.0,1.0,1.0,1.0,1.0
276.0,609.4368111685184,28.16063865118313,4.029876237503974,0.03165006063988601,1.0,0.635,0.365,0.365,0.9986666666666667,0.9986666666666667,1.0,1.0,1.0,1.0,1.0,1.0
280.0,620.7823193686139,28.597666987729475,4.032703992184124,0.03159607456743836,0.9998333333333334,0.765,0.235,0.235,0.9955,0.9956666666666667,0.9998333333333334,1.0,0.9998333333333334,1.0,0.9998333333333334,1.0
284.0,629.8500581788492,28.579850432373924,4.033114986116861,0.031044338084933617,1.0,0.8546666666666667,0.14533333333333334,0.14533333333333334,0.9916666666666667,0.9916666666666667,1.0,1.0,1.0,1.0,1.0,1.0
288.0,639.9319722044569,28.79930898215332,4.035759758619392,0.03131940642858359,0.9996666666666667,0.9233333333333333,0.0765,0.07666666666666666,0.978,0.9783333333333334,0.9996666666666667,1.0,0.9996666666666667,1.0,0.9996666666666667,1.0
292.0,650.6352531299686,28.94810451489068,4.0383630439074665,0.030972269271870558,0.9998333333333334,0.964,0.036,0.036,0.9516666666666667,0.9518333333333333,0.9998333333333334,1.0,0.9998333333333334,1.0,0.9998333333333334,1.0
296.0,661.2745081066442,29.57263978264999,4.039902999000023,0.030677997700470194,0.9996666666666667,0.9801666666666666,0.019833333333333335,0.019833333333333335,0.9063333333333333,0.9066666666666666,0.9996666666666667,1.0,0.9996666666666667,1.0,0.9996666666666667,1.0
300.0,670.6623114219133,29.616878818782073,4.041613432421851,0.031353381090242924,0.9996666666666667,0.994,0.006,0.006,0.8321666666666667,0.8325,0.9996666666666667,1.0,0.9996666666666667,1.0,0.9996666666666667,1.0
304.0,681.248736141777,30.020698919773075,4.043488077912983,0.03105803822979866,0.9991666666666666,0.9975,0.0025,0.0025,0.7278333333333333,0.7286666666666667,0.9991666666666666,1.0,0.9991666666666666,1.0,0.9991666666666666,1.0
308.0,691.4007683970252,30.352886687971875,4.045147879576042,0.03135301262744829,0.9988333333333334,0.9991666666666666,0.0008333333333333334,0.0008333333333333334,0.611,0.6116666666666667,0.9986666666666667,0.9998333333333334,0.9988333333333334,1.0,0.9988333333333334,1.0
312.0,702.2558211344185,30.389506000776194,4.046987138591424,0.030329817706322586,0.9988333333333334,1.0,0.0,0.0,0.4685,0.4691666666666667,0.9978333333333333,0.999,0.9988333333333334,1.0,0.9988333333333334,1.0
316.0,712.2830209502646,30.68293099571102,4.048597307222385,0.030910613245827744,0.999,1.0,0.0,0.0,0.3385,0.339,0.997,0.998,0.999,1.0,0.999,1.0
320.0,722.5564967094897,31.341801520062546,4.050159803284753,0.031247829802590717,0.9991666666666666,1.0,0.0,0.0,0.2295,0.22966666666666666,0.9913333333333333,0.9921666666666666,0.9991666666666666,1.0,0.9991666666666666,1.0
324.0,733.4149671631288,31.23939772006886,4.052645803887673,0.03093971744704371,0.9991666666666666,1.0,0.0,0.0,0.13933333333333334,0.1395,0.9805,0.9813333333333333,0.9991666666666666,1.0,0.9991666666666666,1.0
328.0,743.6567534300239,31.46015973600848,4.05461841572931,0.03033008226046223,0.9993333333333333,1.0,0.0,0.0,0.074,0.074,0.9543333333333334,0.9548333333333333,0.9993333333333333,1.0,0.9993333333333333,1.0
332.0,754.4936234096828,32.1478586870491,4.055467065421897,0.0308018751401253,0.9976666666666667,1.0,0.0,0.0,0.043,0.043333333333333335,0.9165,0.9185,0.9976666666666667,1.0,0.9976666666666667,1.0
336.0,765.2373120457373,32.10580570177642,4.0571170635174205,0.031008668588975857,0.9981666666666666,1.0,0.0,0.0,0.019,0.019166666666666665,0.8551666666666666,0.8566666666666667,0.9981666666666666,1.0,0.9981666666666666,1.0
340.0,774.628369937162,32.024799436014966,4.059579467305827,0.031112448160726808,0.9975,1.0,0.0,0.0,0.008,0.008,0.7778333333333334,0.7798333333333334,0.9975,1.0,0.9975,1.0
344.0,784.9810836749712,32.99556821864722,4.060138848815613,0.03072698349225258,0.9971666666666666,1.0,0.0,0.0,0.0025,0.0025,0.6733333333333333,0.6748333333333333,0.9971666666666666,1.0,0.9971666666666666,1.0
348.0,796.1897457133402,33.78390192052262,4.06217212680216,0.03087017451584815,0.9973333333333333,1.0,0.0,0.0,0.002,0.002,0.545,0.5463333333333333,0.9973333333333333,1.0,0.9973333333333333,1.0
352.0,806.5939831008175,32.96604117593603,4.063643453603478,0.03074720498877475,0.9968333333333333,1.0,0.0,0.0,0.0006666666666666666,0.0008333333333333334,0.4171666666666667,0.41883333333333334,0.9968333333333333,1.0,0.9968333333333333,1.0
356.0,816.9315821564977,33.35612691949603,4.065396643552987,0.030717525854973726,0.9956666666666667,1.0,0.0,0.0,0.00016666666666666666,0.00016666666666666666,0.30816666666666664,0.30933333333333335,0.9956666666666667,1.0,0.9956666666666667,1.0
360.0,827.2612861981413,33.82003587414987,4.066613432232965,0.03091362349639495,0.9948333333333333,1.0,0.0,0.0,0.0,0.0,0.20333333333333334,0.2045,0.9948333333333333,1.0,0.9948333333333333,1.0
364.0,838.2015969021913,32.89204795306959,4.068060480138092,0.030495349431566888,0.9945,1.0,0.0,0.0,0.0,0.0,0.11783333333333333,0.1185,0.9945,1.0,0.9945,1.0
368.0,847.594190853912,34.39290396259968,4.069755616452646,0.03073161940393923,0.9946666666666667,1.0,0.0,0.0,0.0,0.0,0.07733333333333334,0.07766666666666666,0.9946666666666667,1.0,0.9946666666666667,1.0
372.0,858.9787783068358,34.46380942196176,4.070792567028645,0.03099449713002578,0.9918333333333333,1.0,0.0,0.0,0.0,0.0,0.0385,0.039,0.9918333333333333,1.0,0.9918333333333333,1.0
376.0,869.6086830723434,34.69935168769823,4.072961237093457,0.030914122725033986,0.9921666666666666,1.0,0.0,0.0,0.0,0.0,0.019833333333333335,0.02,0.9921666666666666,1.0,0.9921666666666666,1.0
380.0,881.4463486002319,35.21202352654825,4.073889047953977,0.030757834834303083,0.9923333333333333,1.0,0.0,0.0,0.0,0.0,0.007666666666666666,0.008,0.9911666666666666,0.9988333333333334,0.9923333333333333,1.0
384.0,891.3681878610091,35.64680563721014,4.075550941786155,0.03047220383505301,0.9916666666666667,1.0,0.0,0.0,0.0,0.0,0.004666666666666667,0.004666666666666667,0.9893333333333333,0.9976666666666667,0.9916666666666667,1.0
388.0,902.073765802851,35.40592249280606,4.0775330775792735,0.03049366294599744,0.9883333333333333,1.0,0.0,0.0,0.0,0.0,0.0011666666666666668,0.0011666666666666668,0.985,0.9966666666666667,0.9883333333333333,1.0
392.0,911.6639046236653,35.90834385842969,4.078614678179607,0.03076752697562622,0.985,1.0,0.0,0.0,0.0,0.0,0.00016666666666666666,0.00016666666666666666,0.9761666666666666,0.9911666666666666,0.985,1.0
396.0,922.428411887102,35.96211482637154,4.079905758076892,0.03042066934782542,0.9851666666666666,1.0,0.0,0.0,0.0,0.0,0.0003333333333333333,0.0003333333333333333,0.969,0.9838333333333333,0.9851666666666666,1.0
400.0,932.6920665070779,36.46995623015043,4.0801147485697555,0.03053479268540637,0.9855,1.0,0.0,0.0,0.0,0.0,0.00016666666666666666,0.00016666666666666666,0.9491666666666667,0.963,0.9855,1.0
404.0,944.5380808282375,36.868749289102695,4.082198833655768,0.030188031453936403,0.9843333333333333,1.0,0.0,0.0,0.0,0.0,0.00016666666666666666,0.00016666666666666666,0.917,0.932,0.9843333333333333,1.0
408.0,955.4895577551362,36.587974194654684,4.083519993987382,0.03046231791488157,0.9816666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8653333333333333,0.8825,0.9816666666666667,1.0
412.0,965.0045438437562,37.38654947104917,4.085254765964326,0.030253749897922656,0.982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812,0.8266666666666667,0.982,1.0
416.0,977.2130368068874,37.81757985354531,4.086314839737009,0.03018167396866904,0.9815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7108333333333333,0.7236666666666667,0.9815,1.0
420.0,989.3120466503599,37.876616415813395,4.087715234032688,0.0301113492382464,0.9778333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6068333333333333,0.6213333333333333,0.9778333333333333,1.0
424.0,998.5238518609558,37.79856585381392,4.087882213598727,0.030430232406346555,0.9751666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041666666666667,0.5176666666666667,0.9751666666666666,1.0
428.0,1008.502444261883,38.331101678317104,4.089361492716328,0.03006469574142484,0.9716666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39916666666666667,0.4121666666666667,0.9716666666666667,1.0
432.0,1020.0324513709205,38.6360707023179,4.090904069981628,0.02989305359453651,0.9693333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30033333333333334,0.31,0.9693333333333334,1.0
436.0,1030.3264756002786,39.17891003654487,4.091866872112981,0.030536550301997287,0.9663333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20716666666666667,0.21583333333333332,0.9661666666666666,0.9998333333333334
440.0,1041.4719486640274,39.32873806315182,4.0935933136530505,0.03020128068650776,0.9621666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13566666666666666,0.14066666666666666,0.9621666666666666,1.0
444.0,1051.0815448549283,39.157977481255315,4.094077596089264,0.03043953449786322,0.9638333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07983333333333334,0.08366666666666667,0.9638333333333333,1.0
448.0,1063.0250069999593,39.56219774497089,4.095813364062066,0.030655062270002965,0.9556666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0515,0.05366666666666667,0.9555,0.9998333333333334
452.0,1073.5739919006128,39.404345775444284,4.097324553871903,0.030286568088518005,0.955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024833333333333332,0.02666666666666667,0.9541666666666667,0.9991666666666666
456.0,1084.3516750416297,40.31043941437472,4.0981465127579195,0.030320823430102648,0.9503333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015833333333333335,0.017333333333333333,0.9478333333333333,0.9975
460.0,1094.0274544944714,40.92503068789733,4.099089914108822,0.03003097192973901,0.946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.009666666666666667,0.939,0.9923333333333333
464.0,1106.7908634846563,40.650622291558676,4.100065405824357,0.02985773143550377,0.9466666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0035,0.9335,0.986
468.0,1116.9505413758588,41.39024565792885,4.101389388766437,0.03037856787998175,0.9388333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0016666666666666668,0.9128333333333334,0.9725
472.0,1128.4301312542843,40.48928512138716,4.102081506017226,0.030059322056232442,0.9365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.8981666666666667,0.9596666666666667
476.0,1138.362324874962,41.63307348683051,4.103137083765338,0.030545379277202474,0.9291666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,0.0003333333333333333,0.86,0.9266666666666666
480.0,1150.080854452618,41.241345000619134,4.104951118061534,0.030626590178665692,0.9263333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,0.00016666666666666666,0.8196666666666667,0.8851666666666667
484.0,1160.9562802146977,41.853409615542276,4.107375291215629,0.03006299091516095,0.9263333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578333333333334,0.8191666666666667
488.0,1172.147128980981,42.243667219509156,4.1080757011960145,0.030322045398834624,0.9231666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6873333333333334,0.7456666666666667
492.0,1183.5118925014053,41.51161278382284,4.109496146227354,0.030697462988210186,0.9155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5981666666666666,0.6568333333333334
496.0,1193.9683132426426,42.12298816585304,4.111353619208484,0.03008162506237056,0.9018333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5026666666666667,0.559
500.0,1205.2101740031972,43.496339665717976,4.110927959331962,0.030177227686933147,0.9068333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.45216666666666666
504.0,1215.2875175794115,43.66797507019926,4.112287162370731,0.030235933977339587,0.8971666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32033333333333336,0.3595
508.0,1227.2191456812006,43.50546712835995,4.113378277340832,0.030406277479255416,0.894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2385,0.266
512.0,1237.9337193788251,43.82695929492094,4.114810655287421,0.030045599359872905,0.8825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705,0.199
516.0,1250.2192212138852,43.777401510492865,4.115135325987746,0.030168361347050022,0.8806666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11366666666666667,0.12983333333333333
520.0,1259.4987944927727,44.1864456958287,4.116988749035125,0.030681027995343068,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07283333333333333,0.08683333333333333
524.0,1270.5045797499688,44.84554593034833,4.117461537294106,0.030110702685228967,0.873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04633333333333333,0.05216666666666667
528.0,1280.9566280791405,45.029810905023346,4.1184370883815,0.030143683893816442,0.8595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.033166666666666664
532.0,1293.506853695843,44.89944012015536,4.11931255858204,0.029926296123600336,0.8526666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.015833333333333335
536.0,1304.7640769929467,45.37560004247677,4.120225603262146,0.030270764500755495,0.843,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.011166666666666667
540.0,1315.1181645351833,45.62633065169546,4.120911823625778,0.030073124365720433,0.8376666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.003833333333333333
544.0,1326.7159523412583,45.80476204668189,4.1227334167318705,0.03060009522485715,0.8176666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0018333333333333333
548.0,1336.8648230745916,46.33434411015962,4.124067644341226,0.029707859199561135,0.8225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005
552.0,1349.3230739188896,46.29763876880721,4.124522520811107,0.029790175960334665,0.8121666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005
556.0,1360.1061024869157,46.37875246367896,4.1251304586676945,0.030144660537564753,0.8028333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,0.00016666666666666666
560.0,1371.1255025137307,46.27295083942984,4.125543719645847,0.030636606519930953,0.787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,0.0003333333333333333
564.0,1381.3171484421728,46.007490735311976,4.126972981536297,0.02971446309834352,0.791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568.0,1393.4406661926616,48.01765884682542,4.127415048002435,0.030240202945470227,0.7723333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572.0,1405.7411352535778,47.614227215040465,4.127955428083259,0.03010952857329268,0.7716666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576.0,1414.7980972054665,48.024778200539785,4.129129255122239,0.030504820036604954,0.7565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580.0,1428.2380948741636,48.154399808123216,4.1300350858676005,0.030312859153183668,0.754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584.0,1436.8847324846315,49.48967165299636,4.130702611731022,0.030405399433960742,0.7475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588.0,1449.7785889549496,48.0086616342105,4.1317681816436105,0.03032875876422633,0.7285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592.0,1460.2514214109328,49.32564852442006,4.132852025269079,0.030000118501723624,0.7173333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596.0,1470.9999151647196,49.3405928796686,4.134058655494819,0.02935350168998343,0.706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600.0,1484.2878153059337,49.11496832709331,4.1345314513448574,0.03002643638154961,0.6946666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
